City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,luderitz,-26.6481,15.1594,292.23,46,0,9.19,NA,1670051002
366,belmonte,-15.8631,-38.8828,296.6,89,100,3.47,BR,1670051002
367,nueva guinea,11.6876,-84.4562,294.35,99,85,3.41,NI,1670051002
368,thinadhoo,0.5333,72.9333,300.4,73,84,4.74,MV,1670051003
369,bathsheba,13.2167,-59.5167,299.29,87,22,6.21,BB,1670051003
370,jega,12.2175,4.3792,296.32,31,4,3.8,NG,1670051004
371,ostrovnoy,68.0531,39.5131,265.74,95,70,3.84,RU,1670051004
372,hendrina,-26.1588,29.7153,297.63,39,34,2.9,ZA,1670051004
373,hobyo,5.3505,48.5268,301.35,61,54,7.9,SO,1670051004
374,sao felix do xingu,-6.6447,-51.995,294.34,99,100,0.42,BR,1670051005
375,saint anthony,45.0205,-93.218,263.29,73,75,9.26,US,1670051005
376,wahiawa,21.5028,-158.0236,294.13,80,100,0.0,US,1670051005
377,anito,12.4497,125.2886,300.97,83,59,4.61,PH,1670051005
378,dibulla,11.2725,-73.3091,295.32,82,11,3.55,CO,1670051005
379,arenal,8.4593,-73.9433,295.18,90,100,0.7,CO,1670051006
380,namibe,-15.1961,12.1522,295.22,80,100,2.29,AO,1670051006
381,talcahuano,-36.7167,-73.1167,285.91,86,16,2.54,CL,1670051007
382,leh,34.1667,77.5833,271.53,46,5,1.79,IN,1670051007
383,poros,37.4994,23.4536,286.96,79,100,3.96,GR,1670051007
384,alta floresta,-9.8756,-56.0861,294.13,99,100,0.49,BR,1670051008
385,beloha,-25.1667,45.05,304.1,47,100,1.35,MG,1670051008
386,mananjary,-21.2167,48.3333,302.14,60,16,3.67,MG,1670051009
387,teruel,40.6667,-0.6667,272.33,80,98,2.35,ES,1670051009
388,rudbar,30.15,62.6,285.87,27,0,2.86,AF,1670051009
389,barrhead,55.7992,-4.3929,279.72,94,100,2.06,GB,1670050893
390,muli,2.9167,73.5667,300.53,71,53,3.18,MV,1670051009
391,vuktyl,63.8567,57.3094,258.73,97,100,1.57,RU,1670051010
392,chipinge,-20.1883,32.6236,300.34,33,0,2.31,ZW,1670051010
393,kavieng,-2.5744,150.7967,300.85,76,100,3.75,PG,1670051011
394,asbury park,40.2204,-74.0121,283.15,85,100,2.57,US,1670051011
395,mitu,1.1983,-70.1733,295.46,89,100,1.12,CO,1670051011
396,port macquarie,-31.4333,152.9167,294.2,64,4,3.46,AU,1670051012
397,furano,43.2818,142.4743,270.87,96,100,2.18,JP,1670051012
398,glinka,54.6404,32.8781,268.3,91,100,4.22,RU,1670051012
399,piedras negras,28.7,-100.5167,287.74,95,7,2.11,MX,1670051013
400,kieta,-6.2167,155.6333,299.69,82,99,0.84,PG,1670051013
401,bourail,-21.5667,165.4833,299.61,84,100,1.72,NC,1670050861
402,poum,-20.2333,164.0167,299.91,82,100,1.75,NC,1670051013
403,pakokku,21.3333,95.1,304.29,46,1,2.75,MM,1670051013
404,balkanabat,39.5108,54.3671,280.38,33,100,2.33,TM,1670051013
405,uri,34.0833,74.0333,289.49,28,0,0.87,IN,1670051014
406,goodyear,33.4353,-112.3582,286.86,65,0,2.57,US,1670051014
407,college,64.8569,-147.8028,265.7,88,100,1.06,US,1670051014
408,macusani,-14.0833,-70.4333,273.76,89,68,1.37,PE,1670051014
409,hwange,-18.3693,26.5019,303.38,27,0,2.05,ZW,1670051014
410,umm lajj,25.0213,37.2685,298.46,56,11,3.01,SA,1670050892
411,blumberg,47.8406,8.5333,273.09,91,100,1.87,DE,1670051015
412,saint-pierre,-21.3393,55.4781,300.97,65,0,4.63,RE,1670051016
413,martapura,-3.4167,114.85,304.2,66,40,3.09,ID,1670051016
414,oituz,46.2,26.6167,273.42,87,96,0.73,RO,1670051017
415,vostok,46.4856,135.8833,263.54,95,100,4.01,RU,1670051017
416,victoria,22.2855,114.1577,295.95,75,100,5.36,HK,1670050812
417,dongsheng,39.8161,109.9776,265.91,20,0,3.41,CN,1670051017
418,dossor,47.5272,52.9811,265.65,42,0,7.44,KZ,1670051017
419,fort nelson,58.8053,-122.7002,252.56,83,100,2.24,CA,1670051018
420,guanica,17.9716,-66.908,297.14,87,0,1.83,PR,1670051018
421,calmeca,18.6333,-98.6333,289.92,65,2,1.56,MX,1670051018
422,langsa,4.4683,97.9683,296.65,95,100,2.06,ID,1670051018
423,karonga,-9.9333,33.9333,299.27,67,100,1.38,MW,1670051018
424,bismarck,46.8083,-100.7837,255.06,71,0,3.09,US,1670051018
425,sulangan,11.1373,123.7228,302.25,73,93,2.62,PH,1670051019
426,tazovskiy,67.4667,78.7,267.36,95,100,5.17,RU,1670050954
427,ada,43.4166,-116.1262,268.89,72,0,5.14,US,1670051019
428,byron bay,-28.65,153.6167,293.67,61,15,7.36,AU,1670051020
429,alice springs,-23.7,133.8833,307.9,10,0,5.66,AU,1670051020
430,ankang,32.68,109.0172,284.1,51,94,1.45,CN,1670051020
431,robe,-37.1833,139.75,294.21,52,5,2.77,AU,1670051020
432,puerto maldonado,-12.6,-69.1833,293.01,100,97,1.14,PE,1670051021
433,buala,-8.145,159.5921,299.29,83,100,1.49,SB,1670051021
434,bonavista,48.6499,-53.1147,272.32,71,8,6.41,CA,1670051021
435,sambava,-14.2667,50.1667,300.73,69,20,3.5,MG,1670051021
436,stavern,59.0,10.0333,274.92,81,95,7.79,NO,1670051022
437,kharp,66.8014,65.8081,261.95,85,100,6.19,RU,1670051022
438,thessalon,46.2501,-83.5666,279.31,86,100,7.39,CA,1670051022
439,nogliki,51.8333,143.1667,254.64,90,98,0.66,RU,1670050972
440,polunochnoye,60.8697,60.4153,259.47,87,94,1.54,RU,1670051023
441,nortelandia,-14.4547,-56.8028,296.37,75,100,0.67,BR,1670051023
442,bago,17.3367,96.4797,305.42,51,11,1.78,MM,1670051023
443,oranjemund,-28.55,16.4333,290.0,55,0,6.88,NA,1670051023
444,monrovia,6.3005,-10.7969,298.16,84,47,1.18,LR,1670050885
445,miri,4.4148,114.0089,301.89,73,100,4.32,MY,1670051025
446,powell river,49.8496,-124.5361,274.86,81,91,2.51,CA,1670051025
447,itaituba,-4.2761,-55.9836,295.89,95,100,0.42,BR,1670051025
448,bambanglipuro,-7.95,110.2833,301.06,74,70,4.27,ID,1670051025
449,ardakan,32.31,54.0175,285.28,44,5,1.28,IR,1670051004
450,tabou,4.423,-7.3528,297.81,86,100,2.76,CI,1670051026
451,niquelandia,-14.4739,-48.4597,293.71,95,100,1.14,BR,1670051026
452,clarksburg,39.2807,-80.3445,289.21,38,75,5.66,US,1670051026
453,lahij,13.1667,44.5833,298.95,58,10,3.76,YE,1670051027
454,gangtok,27.3333,88.6167,290.77,49,7,2.95,IN,1670051027
455,esperance,-33.8667,121.9,292.89,68,29,6.72,AU,1670051027
456,tungor,53.3808,142.9564,249.35,96,46,3.64,RU,1670051028
457,senneterre,48.3835,-77.2328,274.43,84,100,7.16,CA,1670051028
458,vestmannaeyjar,63.4427,-20.2734,278.23,76,1,4.75,IS,1670051029
459,clive,41.603,-93.7241,266.61,69,20,11.32,US,1670051029
460,mitsamiouli,-11.3847,43.2844,301.08,71,3,4.57,KM,1670051029
461,bridlington,54.0831,-0.1919,280.11,88,63,6.26,GB,1670051030
462,kijang,35.2442,129.2139,282.71,49,33,2.83,KR,1670051030
463,wilmington,34.2257,-77.9447,290.85,90,100,0.0,US,1670051031
464,eenhana,-17.4667,16.3333,303.2,31,14,2.48,NA,1670051031
465,aykhal,66.0,111.5,258.25,94,100,6.55,RU,1670051031
466,hervey bay,-25.2986,152.8535,295.38,70,0,6.26,AU,1670051031
467,tuyen quang,21.8233,105.2181,295.77,60,48,1.17,VN,1670051032
468,yinchuan,38.4681,106.2731,271.72,20,100,0.82,CN,1670051032
469,chapais,49.7834,-74.8492,271.03,88,100,6.86,CA,1670051032
470,paka,4.6374,103.4368,302.8,79,100,2.27,MY,1670051032
471,bay roberts,47.5999,-53.2648,272.78,74,10,0.45,CA,1670051033
472,saurimo,-9.6608,20.3916,293.32,91,100,0.51,AO,1670051033
473,weihai,37.5017,122.1136,275.35,64,100,8.79,CN,1670050924
474,rundu,-17.9333,19.7667,303.52,23,0,2.96,NA,1670051033
475,bani walid,31.7566,13.9942,288.17,36,79,4.09,LY,1670051034
476,labuhan,-6.8844,112.2051,303.36,64,84,1.25,ID,1670051034
477,chepen,-7.2167,-79.45,291.94,83,100,1.37,PE,1670051034
478,riyadh,24.6877,46.7219,295.23,27,0,4.74,SA,1670051033
479,hecun,36.5333,114.1111,276.45,19,57,3.84,CN,1670051034
480,vegreville,53.5001,-112.0518,248.56,94,14,3.43,CA,1670051035
481,poindimie,-20.9333,165.3333,300.73,85,100,4.02,NC,1670050858
482,zamora,-4.0692,-78.9567,290.53,93,62,2.16,EC,1670051036
483,menongue,-14.6585,17.691,299.01,48,91,2.58,AO,1670051036
484,ishigaki,24.3448,124.1572,300.22,78,75,4.63,JP,1670051036
485,alekseyevskoye,55.3071,50.1135,254.28,94,17,1.98,RU,1670051037
486,qinhuangdao,39.9317,119.5883,272.03,17,7,4.1,CN,1670051037
487,fort saint james,54.4333,-124.25,250.07,100,48,1.07,CA,1670051037
488,calama,-22.4667,-68.9333,280.92,30,16,1.15,CL,1670050925
489,bhanpura,24.513,75.7469,296.7,31,100,2.18,IN,1670051038
490,acapulco,16.8634,-99.8901,298.05,83,20,3.09,MX,1670051038
491,kuytun,54.3419,101.5036,258.73,82,100,5.1,RU,1670051039
492,ponta delgada,37.7333,-25.6667,285.55,62,40,8.23,PT,1670051039
493,hawick,55.4227,-2.7867,276.26,87,100,1.74,GB,1670051039
494,plouzane,48.3833,-4.6167,278.25,90,0,3.6,FR,1670050813
495,santarem,-2.4431,-54.7083,296.27,91,100,1.41,BR,1670051040
496,alofi,-19.0595,-169.9187,300.04,76,60,3.59,NU,1670051040
497,kampot,10.6167,104.1833,301.18,76,81,5.03,KH,1670051040
498,moose factory,51.2585,-80.6094,273.14,100,100,3.09,CA,1670051040
499,solnechnyy,50.7214,136.6319,255.31,96,100,1.21,RU,1670051041
500,sept-iles,50.2001,-66.3821,268.06,80,83,4.76,CA,1670051041
501,minot,48.2325,-101.2963,252.6,77,0,2.57,US,1670051041
502,port hardy,50.6996,-127.4199,274.25,93,75,9.77,CA,1670051042
503,tevaitoa,-16.7833,-151.5,300.41,76,35,8.92,PF,1670051042
504,santa cruz,-17.8,-63.1667,293.36,64,43,2.01,BO,1670051042
505,fare,-16.7,-151.0167,300.3,76,25,9.33,PF,1670051043
506,alugan,12.2188,125.4808,301.09,81,84,5.28,PH,1670051043
507,yashkul,46.1711,45.3435,270.53,58,100,8.53,RU,1670051043
508,ucluelet,48.9329,-125.5528,277.64,86,100,7.01,CA,1670051043
509,brae,60.3964,-1.353,280.99,81,100,8.19,GB,1670051044
510,dalby,-27.1833,151.2667,294.97,52,72,9.37,AU,1670051044
511,chojnow,51.2737,15.9366,271.99,89,99,4.27,PL,1670051044
512,corrientes,-27.4806,-58.8341,297.03,77,5,0.45,AR,1670051025
513,chifeng,42.2683,118.9636,264.73,28,18,7.98,CN,1670051045
514,touros,-5.1989,-35.4608,298.6,78,11,6.32,BR,1670051045
515,omboue,-1.5746,9.2618,298.95,85,100,1.29,GA,1670051045
516,rutland,43.6167,-73.0162,276.22,73,75,6.69,US,1670051045
517,geraldton,-28.7667,114.6,298.38,57,40,6.69,AU,1670051045
518,antofagasta,-23.65,-70.4,290.14,81,46,2.08,CL,1670050866
519,verkhoyansk,67.5447,133.385,249.25,98,100,2.03,RU,1670051046
520,saga,33.2493,130.2988,287.58,39,0,0.57,JP,1670051046
521,sol-iletsk,51.1631,54.9918,259.76,72,18,6.06,RU,1670051046
522,villa carlos paz,-31.4241,-64.4978,291.14,10,0,1.34,AR,1670050828
523,cranbourne,-38.1,145.2833,304.4,45,10,0.89,AU,1670051046
524,prachin buri,14.0833,101.6667,303.6,100,97,3.12,TH,1670051047
525,nhulunbuy,-12.2333,136.7667,306.49,43,100,4.63,AU,1670051047
526,bandarbeyla,9.4942,50.8122,300.45,59,0,9.42,SO,1670051047
527,sisimiut,66.9395,-53.6735,273.01,82,47,17.73,GL,1670051047
528,storforshei,66.4043,14.5233,265.74,85,15,0.0,NO,1670051047
529,dubovka,49.0583,44.829,263.68,45,6,8.09,RU,1670051048
530,deblin,51.5591,21.8483,273.14,42,100,3.82,PL,1670051048
531,dzheguta,43.9671,42.0426,274.66,95,100,2.01,RU,1670051048
532,selje,62.0459,5.351,277.38,66,73,3.08,NO,1670051049
533,ivanteyevka,55.9711,37.9208,261.96,90,100,3.07,RU,1670050859
534,baculin,7.4525,126.5842,302.14,71,88,3.66,PH,1670051049
535,luoyang,34.6836,112.4536,282.09,21,90,4.51,CN,1670051050
536,goure,13.9835,10.2704,296.16,18,0,2.84,NE,1670051050
537,miram shah,33.0086,70.0697,290.39,26,0,0.94,PK,1670051050
538,sorland,67.667,12.6934,277.07,70,75,6.17,NO,1670051050
539,kulhudhuffushi,6.6221,73.07,299.65,77,100,3.0,MV,1670051051
540,san quintin,30.4833,-115.95,287.87,77,100,2.46,MX,1670051051
541,itoman,26.1247,127.6694,291.58,96,75,7.72,JP,1670051051
542,kpandae,8.4689,-0.0113,299.0,73,100,2.18,GH,1670051052
543,vacaville,38.3566,-121.9877,279.5,79,0,4.63,US,1670051052
544,eyl,7.9803,49.8164,302.2,51,0,8.92,SO,1670051052
545,ende,-8.8432,121.6623,303.01,64,28,2.04,ID,1670051052
546,half moon bay,37.4636,-122.4286,282.55,85,75,1.54,US,1670051052
547,yuancheng,36.652,107.7896,272.74,28,100,1.45,CN,1670051052
548,sale,34.0389,-6.8166,286.28,100,40,2.57,MA,1670050934
549,amahai,-3.3333,128.9167,301.43,77,90,2.16,ID,1670051053
550,boyle,37.6334,-84.8666,287.98,87,100,5.14,US,1670051053
551,argir,61.9959,-6.7715,280.69,92,100,8.82,FO,1670051053
552,sakakah,29.9697,40.2064,289.11,62,58,4.42,SA,1670051053
553,west bay,19.3667,-81.4167,300.37,76,0,2.24,KY,1670051054
554,lazaro cardenas,17.9583,-102.2,297.08,84,7,1.86,MX,1670051054
555,maun,-19.9833,23.4167,304.36,18,4,4.55,BW,1670051054
556,oranjestad,12.524,-70.027,299.21,82,15,1.79,AW,1670050869
557,niort,46.3333,-0.3333,276.58,93,100,1.34,FR,1670050806
